PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,ECC,CCRR,SCHOOLDISTRICT,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAP_AMOUNT_PAID_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
40865,KIDS TOWN DROP IN CHILD CARE CENTER IN PARKER,Child Care Center,10841 S Parker RD  # 16,Parker,CO,80134,Douglas,Parker,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.765419,39.519648, , ,Level 1,40, , , , , ,   , , , ,20180630
40899,DOUGLAS CTY SCHL SADDLE RANCH PRSCHL,Preschool Program,805 W English Sparrow TRL,Highlands Ranch,CO,80129,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.996478,39.532223,11/14/2016 0:00,11/14/2019 0:00,Level 2,15, , , , , ,   , , , ,20180630
40904,JERLYN BOUCHARD,Large Family Child Care Home,538 Polar CT,Silverthorne,CO,80498,Summit,Silverthorne,Summit School District RE-1,Summit County Early Childhood Learning Council,Summit Co CCR&R,-106.078632,39.633659,11/17/2015 0:00,11/17/2018 0:00,Level 2,12,4,2,12/31/2018 0:00,4,1,1776,12/31/2018 0:00,4,1,20180630
41064,DEBRA BAIN,Experienced Family Child Care Home,15456 CR 14,Fort Morgan,CO,80701,Morgan,Fort Morgan,Fort Morgan School District RE-3,Morgan County Early Childhood Council,Morgan Co Family Center,-103.887265,40.22441, , ,Level 1,9, , , , , ,   , , , ,20180630
41173,NORTH PRESCHOOL,Preschool Program,209 Leta DR,Colorado Springs,CO,80911,El Paso,Fountain,Widefield School District 3,Alliance for Kids,Alliance for Kids,-104.744764,38.761324, , ,Level 1,224, , , , , ,   , , , ,20180630
41174,FALCON'S NEST,Child Care Center,786 26 1/2 RD,Grand Junction,CO,81506,Mesa,Fruita,Mesa County Valley School District 51,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,-108.559808,39.119352,12/3/2015 0:00,12/3/2018 0:00,Level 2,150, , ,1/31/2019 0:00,0,1,   ,1/31/2019 0:00,0,1,20180630
41180,KERRY ALDRICH,Experienced Family Child Care Home,1848 S Yank PL,Lakewood,CO,80228,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.1443,39.681439,8/31/2016 0:00,8/31/2019 0:00,Level 4,9, , ,10/31/2019 0:00,0,1,   ,10/31/2019 0:00,0,1,20180630
41243,KIDS KLUB BEFORE & AFTER,School-Age Child Care Center,2855 N 9th,Canon City,CO,81212,Fremont,Cañon City,Cañon City School District RE-1,ECHO and Family Center Early Childhood Council,Childrens First,-105.23881,38.467937, , , ,30,8,5,9/30/2018 0:00,8,1,443,5/23/2019 0:00,7,1,20180630
41320,DEBRA WEST,Family Child Care Home,1017 Lewis AVE,La Junta,CO,81050,Otero,La Junta,East Otero School District R-1,"Early Childhood Council of Bent, Otero and Crowley Counties",Childrens First,-103.535956,37.978785, , ,Level 1,6, , , , , ,   , , , ,20180630
41327,MAUREEN BROTHERTON,Experienced Family Child Care Home,1803 Willow Springs WAY,Fort Collins,CO,80528,Larimer,Fort Collins,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-105.045069,40.509988, , ,Level 1,9, , , , , ,   , , , ,20180630
41434,LINDA ALVAREZ,Large Family Child Care Home,6292 E 123rd AVE,Brighton,CO,80602,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-104.913109,39.919051,12/1/2016 0:00,12/1/2019 0:00,Level 2,12, , , , , ,   , , , ,20180630
41593,"YOUNG TRACKS, PRESCHOOL & CHILD CARE CENTER",Child Care Center,1647 Mid Valley DR,Steamboat Spring,CO,80477,Routt,Steamboat Springs,Steamboat Springs School District RE-2,First Impressions of Routt County,Summit Co CCR&R,-106.826943,40.464252,6/30/2016 0:00,6/30/2019 0:00,Level 4,78,13,13,12/31/2019 0:00,14,1,14104,12/31/2019 0:00,16,1,20180630
41753,AVON ELEMENTARY PRESCHOOL,Child Care Center,850 W Beaver CRK,Avon,CO,81620,Eagle,Minturn-Red Cliff,Eagle County School District RE 50,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-106.534761,39.638311,1/1/2015 0:00,12/31/2020 0:00,Level 4,50,3,3,9/30/2018 0:00,3,1,661,9/30/2018 0:00,4,1,20180630
41757,THE FAMILY LEARNING CENTER,Child Care Center,31626 US Hwy 6,Edwards,CO,81632,Eagle,Eagle-Gypsum,Eagle County School District RE 50,Rocky Mountain Early Childhood Council,Mountain Valley Developmental Svcs,-106.636391,39.656523,5/31/2017 0:00,5/31/2020 0:00,Level 3,143,21,18,9/30/2018 0:00,21,1,11543,9/30/2018 0:00,21,1,20180630
41851,LISA GARCIA,Family Child Care Home,2134 Ridgewood LN,Pueblo,CO,81005,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.658276,38.226145, , ,Level 1,6, , , , , ,   , , , ,20180630
41863,PEETZ LITTTLE BULLDOGS PRESCHOOL,Child Care Center,311 Coleman ST,Peetz,CO,80747,Logan,Peetz,Plateau School District RE-5,"Early Childhood Council of Logan, Phillips, and Sedgwick Counties","ECC Logan, Phillips, Sedgwick",-103.117711,40.961442, , ,Level 1,16, , , , , ,   , , , ,20180630
41865,WELCOME HOME CHILD & FAMILY DEV CENTER,Child Care Center,607 Savage AVE,Lamar,CO,81052,Prowers,Lamar,Lamar School District RE-2,Prowers County Roots and Wings,Childrens First,-102.627968,38.07067,1/1/2015 0:00,12/31/2020 0:00,Level 4,164,22,14,6/30/2018 0:00,22,1,9019,7/2/2018 0:00,27,1,20180630
41883,VICKY DIBBLE,Family Child Care Home,2630 Willard DR,Colorado Springs,CO,80911,El Paso,Fountain,Widefield School District 3,Alliance for Kids,Alliance for Kids,-104.758387,38.767807,4/17/2017 0:00,4/17/2020 0:00,Level 2,6, , , , , ,   , , , ,20180630
42027,CORONADO HILLS TYKE PRESCHOOL,Preschool Program,8300 Downing DR,Denver,CO,80229,Adams,West Adams,Northglenn-Thornton School District 12,Early Childhood Partnership of Adams County,Child Care Innovations,-104.970316,39.847607,2/28/2017 0:00,2/28/2020 0:00,Level 2,48, , , , , ,   , , , ,20180630
42029,COUNCIL OF GOVERNMENTS CHILDRENS CENTER,Child Care Center,1225 Rosita AVE,Trinidad,CO,81082,Las Animas,Trinidad,Trinidad School District 1,HuLA Early Childhood Council,Childrens First,-104.506215,37.179664,5/31/2016 0:00,5/31/2019 0:00,Level 4,120,61,43,9/30/2019 0:00,62,1,16484,9/30/2019 0:00,77,1,20180630
42226,EARLY CHILDHOOD EDUCATION / TWAIN,Preschool Program,3402 E San Miguel,Colorado Springs,CO,80909,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.76669,38.850884,1/1/2015 0:00,12/31/2020 0:00,Level 4,16, , , , , ,   , , , ,20180630
42423,DIST 51 YOUNG PARENT CHILD CARE CENTER,Child Care Center,455 N 22nd ST  B,Grand Junction,CO,81501,Mesa,Grand Junction,Mesa County Valley School District 51,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,-108.53964,39.070936,9/3/2015 0:00,9/3/2018 0:00,Level 2,15,13,12,10/31/2018 0:00,13,1,3219,10/31/2018 0:00,6,1,20180630
42549,ROSA GARCIA,Family Child Care Home,1738 Shenandoah DR,Colorado Springs,CO,80910,El Paso,Colorado Springs,Harrison School District 2,Alliance for Kids,Alliance for Kids,-104.775012,38.807185, , ,Level 1,6,5,3,12/31/2018 0:00,8,1,1695,12/31/2018 0:00,10,1,20180630
42589,SOUTH FELLOWSHIP EARLY LEARNING CTR,Child Care Center,6570 S Broadway,Littleton,CO,80121,Arapahoe,Southwest Arapahoe,Littleton School District 6,Arapahoe County Early Childhood Council,Child Care Innovations,-104.987873,39.599462,3/10/2016 0:00,3/10/2019 0:00,Level 2,94,16,13,11/30/2019 0:00,16,1,9381,11/30/2019 0:00,17,1,20180630
42758,LORI ROSE,Family Child Care Home,1890 Cherokee DR,Estes Park,CO,80517,Larimer,Estes Park,Park School District R-3,Early Childhood Council of Larimer County,ECC of Larimer County,-105.520129,40.349636, , ,Level 1,6,2,1,12/31/2018 0:00,2,1,1034,12/31/2018 0:00,2,1,20180630
42840,HERITAGE ELEMENTARY PRESCHOOL,Preschool Program,6867 E Heritage PL,Englewood,CO,80111,Arapahoe,Southwest Arapahoe,Cherry Creek School District 5,Arapahoe County Early Childhood Council,Child Care Innovations,-104.910615,39.597055,3/31/2017 0:00,3/31/2020 0:00,Level 4,45, , , , , ,   , , , ,20180630
42852,WENDY ESPINOSA,Experienced Family Child Care Home,727 Lupine DR,Bayfield,CO,81122,La Plata,Bayfield,Bayfield School District R-10-JT,Early Childhood Council of La Plata County,ECC La Plata Co,-107.589132,37.228275, , ,Level 1,9,3,3,12/31/2018 0:00,3,1,756,12/31/2018 0:00,2,1,20180630
42960,THOMPSON INTEGRATED EC PROGRAM C M CENTER,Preschool Program,4129 Joni LN,Loveland,CO,80537,Larimer,Loveland,Thompson School District R-2J,Early Childhood Council of Larimer County,ECC of Larimer County,-105.099348,40.350884,1/1/2015 0:00,12/31/2020 0:00,Level 4,20, , , , , ,   , , , ,20180630
43049,ROCKY MTN MONTESSORI ACADEMY INC,Child Care Center,7675 Lexington DR,Colorado Springs,CO,80920,El Paso,Colorado Springs,Academy School District 20,Alliance for Kids,Alliance for Kids,-104.762814,38.942756, , ,Level 1,91,9,6,8/31/2020 0:00,12,1,5012,8/31/2020 0:00,11,1,20180630
43051,YMCA OF BLDR VALLEY @ ARAPAHOE BRANCH,School-Age Child Care Center,2800 Dagny WAY,Lafayette,CO,80026,Boulder,Lafayette-Louisville,Boulder Valley School District RE-2,Early Childhood Council of Boulder County,ECC Boulder Co,-105.13459,40.012709, , , ,400,10,9,4/30/2020 0:00,11,1,385,4/30/2020 0:00,6,1,20180630
43052,CENTENNIAL PRESCHOOL,Preschool Program,13200 Westlake DR,Broomfield,CO,80020,Broomfield,Broomfield,Northglenn-Thornton School District 12,Broomfield Early Childhood Council,Child Care Innovations,-105.022798,39.934703,1/23/2017 0:00,1/23/2020 0:00,Level 2,48, , , , , ,   , , , ,20180630
43125,APRIL SHIELDS,Family Child Care Home,2802 8th AVE,Pueblo,CO,81003,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.624957,38.296785,3/4/2016 0:00,3/4/2019 0:00,Level 2,6, , ,9/30/2019 0:00,0,1,   ,9/30/2019 0:00,0,1,20180630
43210,GOODNIGHT PRESCHOOL,Preschool Program,624 Windy WAY,Pueblo,CO,81005,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.670595,38.255204,4/20/2018 0:00,4/20/2021 0:00,Level 2,16, , , , , ,   , , , ,20180630
43211,COLUMBIAN,Child Care Center,1203 Palmer AVE,Pueblo,CO,81004,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.630039,38.244938,5/4/2018 0:00,5/4/2021 0:00,Level 2,60, , , , , ,   , , , ,20180630
43212,BEULAH HEIGHTS PRESCHOOL,Preschool Program,2670 Delphinium,Pueblo,CO,81005,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.648599,38.222824,4/20/2018 0:00,4/20/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43213,CARLILE PRESCHOOL,Preschool Program,736 W Evans AVE,Pueblo,CO,81004,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.631074,38.264686,4/20/2018 0:00,4/20/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43214,BESSEMER,Child Care Center,1125 E Routte,Pueblo,CO,81003,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.616504,38.246762,6/10/2018 0:00,6/10/2021 0:00,Level 2,80, , , , , ,   , , , ,20180630
43215,BELMONT PRESCHOOL,Preschool Program,31 MacNaughton RD,Pueblo,CO,81001,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.590301,38.298545,11/20/2017 0:00,11/20/2020 0:00,Level 2,32, , , , , ,   , , , ,20180630
43246,EUDORA LONDON,Large Family Child Care Home,1641 Acacia DR,Colorado Springs,CO,80907,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.796093,38.884247,5/15/2016 0:00,5/15/2019 0:00,Level 3,12,6,4,12/31/2018 0:00,6,1,2694,12/31/2018 0:00,6,1,20180630
43325,MORTON PRESCHOOL,Preschool Program,1900 W 31st ST,Pueblo,CO,81008,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.63223,38.300356,4/24/2018 0:00,4/24/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43330,HAAFF PRESCHOOL,Preschool Program,15 Chinook LN,Pueblo,CO,81001,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.599918,38.297254,5/4/2018 0:00,5/4/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43331,SOUTH PARK,Child Care Center,3100 Hollywood DR,Pueblo,CO,81005,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.653168,38.21504,5/4/2018 0:00,5/4/2021 0:00,Level 2,48, , , , , ,   , , , ,20180630
43332,SUNSET PARK PRESCHOOL,Preschool Program,110 University CIR,Pueblo,CO,81005,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.656288,38.245976,4/30/2018 0:00,4/30/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43457,KATHY JO MARTINEZ,Experienced Family Child Care Home,470 Batterson ST,Monte Vista,CO,81144,Rio Grande,Monte Vista,Monte Vista School District C-8,Early Childhood Council of the San Luis Valley,ECC SLV,-106.150842,37.575814,5/31/2017 0:00,5/31/2020 0:00,Level 4,9,10,6,5/20/2018 0:00,8,1,3387,6/15/2019 0:00,10,1,20180630
43508,BERNADETTE JAY,Three under Two Family Child Care Home,914 Tomlinson DR,Wray,CO,80758,Yuma,Wray,Wray School District RD-2,"Early Childhood Council of Yuma, Washington, and Kit Carson","ECC Yuma, Washington, Kit Carson",-102.211034,40.081789, , ,Level 1,6, , ,6/30/2019 0:00,1,1,   ,6/30/2019 0:00,1,1,20180630
43525,LITTLE ANGEL'S DAYCARE,Child Care Center,13963 E Exposition,Aurora,CO,80012,Arapahoe,South Aurora,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.826207,39.704849,7/31/2016 0:00,7/31/2019 0:00,Level 4,177,128,69,7/31/2019 0:00,144,1,99529,7/31/2019 0:00,159,1,20180630
43646,THELMA ADAMS-GADISON,Family Child Care Home,1244 Quari ST,Aurora,CO,80011,Arapahoe,South Aurora,Adams-Arapahoe School District 28J,Arapahoe County Early Childhood Council,Child Care Innovations,-104.845782,39.735154,9/17/2017 0:00,9/17/2020 0:00,Level 2,6, , ,4/30/2018 0:00,0,1,   , , , ,20180630
43903,SHELLI WOOD,Three under Two Family Child Care Home,1296 Meadow Sweet RD,Golden,CO,80401,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.148456,39.737517, , ,Level 1,6,1,1,10/31/2018 0:00,1,1,162,10/31/2018 0:00,1,1,20180630
43914,MELISSA DUNN,Experienced Family Child Care Home,1340 Amstel DR,Colorado Springs,CO,80907,El Paso,Colorado Springs,Colorado Springs School District 11,Alliance for Kids,Alliance for Kids,-104.848226,38.887013,1/31/2018 0:00,1/31/2021 0:00,Level 2,9, , , , , ,   , , , ,20180630
43926,HIGHLANDS RANCH LEARNING CENTER,Child Care Center,405 Dad Clark DR,Highlands Ranch,CO,80126,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.983572,39.563616,8/23/2016 0:00,8/23/2019 0:00,Level 2,275, , , , , ,   , , , ,20180630
43928,CHOICE CITY CHRISTIAN CAMP LLC,School-Age Child Care Center,2112 E Harmony,Fort Collins,CO,80525,Larimer,Fort Collins,Poudre School District R-1,Early Childhood Council of Larimer County,ECC of Larimer County,-105.038297,40.523703, , , ,100, , , , , ,   , , , ,20180630
43930,KINDERCARE LEARNING CENTERS LLC,Child Care Center,1045 Opal ST,Broomfield,CO,80020,Broomfield,Broomfield,Boulder Valley School District RE-2,Broomfield Early Childhood Council,Child Care Innovations,-105.089411,39.930318,10/3/2015 0:00,10/1/2020 0:00,Level 4,183,47,34,10/31/2020 0:00,53,1,31524,10/31/2020 0:00,50,1,20180630
43961,EVA BACA,Child Care Center,2800 E 17th ST,Pueblo,CO,81001,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.560391,38.283259,11/20/2017 0:00,11/20/2020 0:00,Level 2,32, , , , , ,   , , , ,20180630
43962,MINNEQUA,Child Care Center,1708 E Orman,Pueblo,CO,81004,Pueblo,Pueblo,Pueblo City School District 60,Pueblo Early Childhood Council,Childrens First,-104.620192,38.236016,4/20/2018 0:00,4/20/2021 0:00,Level 2,32, , , , , ,   , , , ,20180630
43968,KIMBERLY APODACA,Family Child Care Home,950 S Harmony DR,Pueblo West,CO,81007,Pueblo,Pueblo West,Pueblo County School District 70,Pueblo Early Childhood Council,Childrens First,-104.757197,38.303492, , ,Level 1,6, , , , , ,   , , , ,20180630
44150,COLORADO ATHLETIC CLUB MONACO,School-Age Child Care Center,2695 S Monaco PKWY,Denver,CO,80222,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.913829,39.668702, , , ,60, , , , , ,   , , , ,20180630
44271,JENEANE MULLIN,Large Family Child Care Home,458 Meadow RD,Grand Junction,CO,81504,Mesa,Clifton,Mesa County Valley School District 51,Mesa County Partnership for Children & Families,Hilltop/Western Colorado,-108.471911,39.071075, , ,Level 1,12,13,6,5/31/2018 0:00,12,1,3492,5/31/2019 0:00,14,1,20180630
44288,SUMMER SCHOLARS HARRINGTON ELEMENTARY,School-Age Child Care Center,2401 E 37th AVE,Denver,CO,80205,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.958772,39.768731, , , ,100, , , , , ,   , , , ,20180630
44295,KINDERCARE LEARNING CENTERS LLC,Child Care Center,9290 Ridgeline BLVD,Highlands Ranch,CO,80129,Douglas,Sedalia,Douglas County School District RE-1,Douglas County Early Childhood Council,Child Care Innovations,-104.995669,39.547611,11/2/2014 0:00,11/1/2019 0:00,Level 4,183,29,21,10/31/2020 0:00,29,1,22142,10/31/2020 0:00,27,1,20180630
44347,CAROLINE KENNEDY,Experienced Family Child Care Home,12479 W 71st PL,Arvada,CO,80004,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.139832,39.826664,9/29/2017 0:00,9/30/2020 0:00,Level 4,9, , ,6/21/2018 0:00,0,1,   ,10/31/2019 0:00,0,1,20180630
44395,BVSD KINDERGARTEN ENRICHMENT@ASPEN CREEK K-8,School-Age Child Care Center,5500 Aspen Creek DR,Broomfield,CO,80020,Broomfield,Broomfield,Boulder Valley School District RE-2,Broomfield Early Childhood Council,Child Care Innovations,-105.056787,39.947513, , , ,30, , ,6/30/2019 0:00,0,1,   ,6/30/2019 0:00,0,1,20180630
44397,BVSD KINDERGARTEN ENRICHMENT @ ELDORADO K-8,School-Age Child Care Center,3351 Indiana ST,Superior,CO,80027,Boulder,Lafayette-Louisville,Boulder Valley School District RE-2,Early Childhood Council of Boulder County,ECC Boulder Co,-105.161277,39.921541, , , ,19, , ,9/14/2019 0:00,0,1,   ,9/14/2019 0:00,0,1,20180630
44719,SCHLESSMAN FAMILY YMCA,School-Age Child Care Center,2625 S Colorado BLVD,Denver,CO,80222,Denver,Denver,Denver County School District 1,Denver's Early Childhood Council,Denver's ECC,-104.941357,39.668922, , , ,220, , ,6/30/2019 0:00,4,1,   ,6/30/2019 0:00,11,1,20180630
44884,BVSD ASPEN CREEK K8 SAC,School-Age Child Care Center,5500 Aspen Creek K8,Broomfield,CO,80020,Broomfield,Broomfield,Boulder Valley School District RE-2,Broomfield Early Childhood Council,Child Care Innovations,-105.056787,39.947513, , , ,100, , ,8/31/2019 0:00,0,1,   ,8/31/2019 0:00,0,1,20180630
44888,BVSD ELDORADO K8 SAC,School-Age Child Care Center,3351 S Indiana ST,Superior,CO,80027,Boulder,Lafayette-Louisville,Boulder Valley School District RE-2,Early Childhood Council of Boulder County,ECC Boulder Co,-105.161347,39.92124, , , ,100, , ,8/31/2019 0:00,0,1,   ,8/31/2019 0:00,0,1,20180630
44951,ROYAL FAMILY KIDS CAMP,Resident Camp,7400 Highway 7,Estes Park,CO,80517,Larimer,Estes Park,Park School District R-3,Early Childhood Council of Larimer County,ECC of Larimer County,-105.540049,40.272755, , , ,90, , , , , ,   , , , ,20180630
45117,"THE TINY TIM CENTER, INC",Child Care Center,611 Korte PKWY,Longmont,CO,80501,Boulder,Longmont,St. Vrain Valley School District RE 1J,Early Childhood Council of Boulder County,ECC Boulder Co,-105.122671,40.150869,4/30/2016 0:00,4/30/2019 0:00,Level 4,110,19,19,2/29/2020 0:00,22,1,20371,2/29/2020 0:00,21,1,20180630
45291,THE GREAT ESCAPE,Child Care Center,3757 Ponderosa DR,Evergreen,CO,80439,Jefferson,Central Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.338515,39.647337, , ,Level 1,64, , , , , ,   , , , ,20180630
45473,FOOTHILLS PRESCHOOL,Preschool Program,13165 W Ohio AVE,Lakewood,CO,80228,Jefferson,Northeast Jefferson,Jefferson County School District R-1,Triad Early Childhood Council,Child Care Innovations,-105.14661,39.703059,4/6/2017 0:00,4/6/2020 0:00,Level 2,16, , , , , ,   , , , ,20180630
45479,SUNSHINE LEARNING CENTER,Child Care Center,1511 York RD,Colorado Springs,CO,80918,El Paso,Colorado Springs,Academy School District 20,Alliance for Kids,Alliance for Kids,-104.79712,38.929712, , ,Level 1,109, , , , , ,   , , , ,20180630
