CFIPS,YEAR,AGE,COUNTY,MALE,FEMALE,TOTAL,TYPE
23,2022,1,Costilla,17,16,33,Forecast
23,2022,2,Costilla,17,16,33,Forecast
23,2022,3,Costilla,18,17,35,Forecast
23,2022,4,Costilla,18,18,36,Forecast
25,2022,0,Crowley,15,15,30,Forecast
25,2022,1,Crowley,15,14,29,Forecast
25,2022,2,Crowley,14,14,28,Forecast
25,2022,3,Crowley,14,13,27,Forecast
25,2022,4,Crowley,13,13,26,Forecast
27,2022,0,Custer,15,14,30,Forecast
27,2022,1,Custer,15,14,29,Forecast
27,2022,2,Custer,14,14,28,Forecast
27,2022,3,Custer,14,13,27,Forecast
27,2022,4,Custer,14,13,27,Forecast
29,2022,0,Delta,145,139,284,Forecast
29,2022,1,Delta,144,138,282,Forecast
29,2022,2,Delta,143,137,280,Forecast
29,2022,3,Delta,147,141,288,Forecast
29,2022,4,Delta,152,145,297,Forecast
31,2022,0,Denver,4836,4631,9467,Forecast
31,2022,1,Denver,4537,4342,8878,Forecast
31,2022,2,Denver,4291,4106,8398,Forecast
31,2022,3,Denver,4118,3943,8062,Forecast
31,2022,4,Denver,3913,3749,7663,Forecast
33,2022,0,Dolores,7,6,13,Forecast
33,2022,1,Dolores,7,7,13,Forecast
33,2022,2,Dolores,7,7,14,Forecast
33,2022,3,Dolores,7,7,14,Forecast
33,2022,4,Dolores,8,8,15,Forecast
35,2022,0,Douglas,2022,1933,3955,Forecast
35,2022,1,Douglas,1959,1874,3833,Forecast
35,2022,2,Douglas,1901,1820,3721,Forecast
35,2022,3,Douglas,1900,1820,3720,Forecast
35,2022,4,Douglas,1900,1821,3721,Forecast
37,2022,0,Eagle,296,283,579,Forecast
37,2022,1,Eagle,290,277,567,Forecast
37,2022,2,Eagle,284,273,557,Forecast
37,2022,3,Eagle,286,274,560,Forecast
37,2022,4,Eagle,287,276,563,Forecast
39,2022,0,Elbert,174,167,340,Forecast
39,2022,1,Elbert,172,165,337,Forecast
39,2022,2,Elbert,171,165,337,Forecast
39,2022,3,Elbert,173,167,340,Forecast
39,2022,4,Elbert,173,168,342,Forecast
41,2022,0,El Paso,5164,4933,10097,Forecast
41,2022,1,El Paso,4967,4751,9718,Forecast
41,2022,2,El Paso,4805,4597,9402,Forecast
41,2022,3,El Paso,4748,4543,9291,Forecast
41,2022,4,El Paso,4674,4472,9146,Forecast
43,2022,0,Fremont,197,189,386,Forecast
43,2022,1,Fremont,195,186,381,Forecast
43,2022,2,Fremont,195,187,382,Forecast
43,2022,3,Fremont,199,191,391,Forecast
43,2022,4,Fremont,204,196,399,Forecast
45,2022,0,Garfield,420,401,821,Forecast
45,2022,1,Garfield,409,391,801,Forecast
45,2022,2,Garfield,400,382,782,Forecast
45,2022,3,Garfield,405,388,793,Forecast
45,2022,4,Garfield,411,393,804,Forecast
47,2022,0,Gilpin,21,20,42,Forecast
47,2022,1,Gilpin,22,21,43,Forecast
47,2022,2,Gilpin,22,21,43,Forecast
47,2022,3,Gilpin,23,23,46,Forecast
47,2022,4,Gilpin,25,24,49,Forecast
49,2022,0,Grand,73,70,144,Forecast
49,2022,1,Grand,74,71,144,Forecast
49,2022,2,Grand,75,72,148,Forecast
49,2022,3,Grand,80,77,156,Forecast
49,2022,4,Grand,84,81,164,Forecast
51,2022,0,Gunnison,80,76,156,Forecast
51,2022,1,Gunnison,82,78,160,Forecast
51,2022,2,Gunnison,83,80,163,Forecast
51,2022,3,Gunnison,88,84,172,Forecast
51,2022,4,Gunnison,93,89,182,Forecast
53,2022,0,Hinsdale,3,3,7,Forecast
53,2022,1,Hinsdale,4,3,7,Forecast
53,2022,2,Hinsdale,4,4,7,Forecast
53,2022,3,Hinsdale,4,4,8,Forecast
53,2022,4,Hinsdale,4,4,8,Forecast
55,2022,0,Huerfano,27,25,52,Forecast
55,2022,1,Huerfano,26,25,51,Forecast
55,2022,2,Huerfano,26,25,51,Forecast
55,2022,3,Huerfano,27,26,52,Forecast
55,2022,4,Huerfano,27,26,53,Forecast
57,2022,0,Jackson,7,7,14,Forecast
57,2022,1,Jackson,7,7,14,Forecast
57,2022,2,Jackson,7,7,13,Forecast
57,2022,3,Jackson,7,7,14,Forecast
57,2022,4,Jackson,7,7,14,Forecast
59,2022,0,Jefferson,3182,3043,6225,Forecast
59,2022,1,Jefferson,3148,3011,6159,Forecast
59,2022,2,Jefferson,3146,3011,6157,Forecast
59,2022,3,Jefferson,3216,3080,6296,Forecast
59,2022,4,Jefferson,3274,3138,6411,Forecast
61,2022,0,Kiowa,9,8,17,Forecast
61,2022,1,Kiowa,9,9,18,Forecast
61,2022,2,Kiowa,9,9,19,Forecast
61,2022,3,Kiowa,10,10,20,Forecast
61,2022,4,Kiowa,11,10,21,Forecast
63,2022,0,Kit Carson,51,49,99,Forecast
63,2022,1,Kit Carson,50,48,98,Forecast
63,2022,2,Kit Carson,50,48,97,Forecast
63,2022,3,Kit Carson,49,47,96,Forecast
63,2022,4,Kit Carson,48,46,94,Forecast
65,2022,0,Lake,52,50,102,Forecast
65,2022,1,Lake,50,48,98,Forecast
65,2022,2,Lake,48,46,95,Forecast
65,2022,3,Lake,48,46,93,Forecast
65,2022,4,Lake,46,44,91,Forecast
67,2022,0,La Plata,286,273,558,Forecast
67,2022,1,La Plata,274,262,537,Forecast
67,2022,2,La Plata,266,254,520,Forecast
67,2022,3,La Plata,265,253,518,Forecast
67,2022,4,La Plata,264,253,517,Forecast
69,2022,0,Larimer,1969,1885,3853,Forecast
69,2022,1,Larimer,1944,1863,3807,Forecast
69,2022,2,Larimer,1929,1851,3780,Forecast
69,2022,3,Larimer,1962,1885,3847,Forecast
69,2022,4,Larimer,1995,1918,3914,Forecast
71,2022,0,Las Animas,66,63,129,Forecast
71,2022,1,Las Animas,67,64,132,Forecast
71,2022,2,Las Animas,69,66,134,Forecast
71,2022,3,Las Animas,72,69,142,Forecast
71,2022,4,Las Animas,76,73,150,Forecast
73,2022,0,Lincoln,32,31,63,Forecast
73,2022,1,Lincoln,32,30,62,Forecast
73,2022,2,Lincoln,31,30,62,Forecast
73,2022,3,Lincoln,32,31,63,Forecast
73,2022,4,Lincoln,32,31,64,Forecast
75,2022,0,Logan,118,113,231,Forecast
75,2022,1,Logan,116,111,226,Forecast
75,2022,2,Logan,115,110,225,Forecast
75,2022,3,Logan,117,112,230,Forecast
75,2022,4,Logan,120,116,235,Forecast
77,2022,0,Mesa,827,790,1617,Forecast
77,2022,1,Mesa,804,769,1573,Forecast
77,2022,2,Mesa,790,756,1546,Forecast
77,2022,3,Mesa,796,762,1558,Forecast
77,2022,4,Mesa,804,769,1573,Forecast
79,2022,0,Mineral,4,4,8,Forecast
79,2022,1,Mineral,4,4,8,Forecast
79,2022,2,Mineral,4,4,8,Forecast
79,2022,3,Mineral,4,4,8,Forecast
79,2022,4,Mineral,4,4,9,Forecast
81,2022,0,Moffat,98,93,191,Forecast
81,2022,1,Moffat,96,92,188,Forecast
81,2022,2,Moffat,96,92,187,Forecast
81,2022,3,Moffat,98,94,191,Forecast
81,2022,4,Moffat,100,96,195,Forecast
83,2022,0,Montezuma,154,147,300,Forecast
83,2022,1,Montezuma,149,143,293,Forecast
83,2022,2,Montezuma,147,141,288,Forecast
83,2022,3,Montezuma,148,142,290,Forecast
83,2022,4,Montezuma,149,143,292,Forecast
85,2022,0,Montrose,237,227,464,Forecast
85,2022,1,Montrose,228,218,446,Forecast
85,2022,2,Montrose,221,212,433,Forecast
85,2022,3,Montrose,221,211,432,Forecast
85,2022,4,Montrose,221,211,432,Forecast
87,2022,0,Morgan,239,228,467,Forecast
87,2022,1,Morgan,232,222,454,Forecast
87,2022,2,Morgan,229,219,448,Forecast
87,2022,3,Morgan,231,221,452,Forecast
87,2022,4,Morgan,233,223,456,Forecast
89,2022,0,Otero,99,95,194,Forecast
89,2022,1,Otero,103,98,201,Forecast
89,2022,2,Otero,107,101,208,Forecast
