PROVIDERID,ZIP,SERVICETYPEBYAGE,COORDINATES
85083,80219,FCC/DC/CCC,"[39.717358000000004, -105.029408]"
85096,80211,FCC/DC/CCC,"[39.754234000000004, -105.033873]"
85097,80211,FCC/DC/CCC,"[39.767371999999995, -105.008799]"
85098,80204,FCC/DC/CCC,"[39.741566, -105.030721]"
85099,80204,FCC/DC/CCC,"[39.74093, -105.04366999999999]"
85100,80219,FCC/DC/CCC,"[39.66829, -105.024181]"
85101,80211,FCC/DC/CCC,"[39.772203999999995, -105.02346899999999]"
85103,80204,FCC/DC/CCC,"[39.732134, -105.045746]"
85105,80204,FCC/DC/CCC,"[39.730239000000005, -105.028081]"
85107,80220,Infant/Toddler Facility,"[39.718027, -104.92688700000001]"
85110,80204,FCC/DC/CCC,"[39.733473, -105.020525]"
85113,80219,FCC/DC/CCC,"[39.688835, -105.047036]"
85114,80239,FCC/DC/CCC,"[39.792417, -104.815795]"
85115,80216,FCC/DC/CCC,"[39.776993, -104.98593999999999]"
85117,80204,FCC/DC/CCC,"[39.734415000000006, -105.00086200000001]"
85118,80218,FCC/DC/CCC,"[39.729742, -104.973533]"
85119,80219,FCC/DC/CCC,"[39.707559, -105.031251]"
85123,80207,FCC/DC/CCC,"[39.75927, -104.93226399999999]"
85124,80211,FCC/DC/CCC,"[39.758748, -105.01850900000001]"
85125,80223,FCC/DC/CCC,"[39.71024, -105.01195]"
85127,80205,FCC/DC/CCC,"[39.752973, -104.97329199999999]"
85143,80223,FCC/DC/CCC,"[39.720161, -104.994238]"
85146,80209,FCC/DC/CCC,"[39.703244, -104.98102800000001]"
85155,80236,FCC/DC/CCC,"[39.634183, -105.040535]"
85156,80222,FCC/DC/CCC,"[39.686609999999995, -104.93274199999999]"
85157,80221,FCC/DC/CCC,"[39.78654, -105.018082]"
85159,80212,FCC/DC/CCC,"[39.764871, -105.039907]"
85160,80212,FCC/DC/CCC,"[39.781298, -105.04259499999999]"
85161,80249,FCC/DC/CCC,"[39.772246, -104.764043]"
85164,80216,FCC/DC/CCC,"[39.780865999999996, -104.95644399999999]"
85220,80125,Preschool Facility,"[39.47737, -105.076495]"
85229,80110,FCC/DC/CCC,"[39.64655, -104.99673999999999]"
85230,80014,School-Age Facility,"[39.663826, -104.851537]"
85487,80480,Preschool Facility,"[40.732211, -106.277447]"
85494,80233,Preschool Facility,"[39.911026, -104.98851599999999]"
85513,81648,Preschool Facility,"[40.088905, -108.80867099999999]"
85517,80521,FCC/DC/CCC,"[40.594041, -105.12200000000001]"
85524,80526,Preschool Facility,"[40.520748, -105.086634]"
85528,80521,FCC/DC/CCC,"[40.592014, -105.10176000000001]"
86093,80127,FCC/DC/CCC,"[39.633972, -105.125629]"
86189,80815,FCC/DC/CCC,"[39.29309, -103.072025]"
86246,80907,School-Age Facility,"[38.892293, -104.839393]"
86270,80127,School-Age Facility,"[39.576436, -105.15248999999999]"
86320,80105,Preschool Facility,"[39.611511, -104.04319699999999]"
86321,81087,Preschool Facility,"[37.373643, -102.448763]"
86350,80906,FCC/DC/CCC,"[38.806073, -104.812928]"
86351,80132,FCC/DC/CCC,"[39.089703, -104.87023400000001]"
86352,80919,Preschool Facility,"[38.945769, -104.86978300000001]"
86354,80466,FCC/DC/CCC,"[39.968461, -105.517825]"
86355,80027,Preschool Facility,"[39.968605, -105.157243]"
86357,80026,Preschool Facility,"[39.998738, -105.09577900000001]"
86358,80020,Preschool Facility,"[39.927754, -105.08173500000001]"
86359,80422,FCC/DC/CCC,"[39.833313000000004, -105.51995900000001]"
86381,81503,Preschool Facility,"[39.042638000000004, -108.55831699999999]"
86384,81521,Preschool Facility,"[39.163476, -108.73426699999999]"
86386,80022,Preschool Facility,"[39.801389, -104.909074]"
86388,80743,FCC/DC/CCC,"[40.153652, -102.966879]"
86391,80022,Preschool Facility,"[39.818339, -104.908472]"
86392,80022,Preschool Facility,"[39.829689, -104.90540800000001]"
86394,80022,Preschool Facility,"[39.813744, -104.92126699999999]"
86402,81252,Preschool Facility,"[38.135942, -105.461877]"
86403,80124,Preschool Facility,"[39.557395, -104.89483700000001]"
86411,80525,FCC/DC/CCC,"[40.544685, -105.06344299999999]"
86413,80452,FCC/DC/CCC,"[39.741868, -105.51803799999999]"
86418,80421,FCC/DC/CCC,"[39.461452, -105.477722]"
86422,80104,Preschool Facility,"[39.372576, -104.856291]"
86423,80121,Infant/Toddler Facility,"[39.597424, -104.938622]"
86425,81321,FCC/DC/CCC,"[37.354244, -108.58371000000001]"
86431,80915,Preschool Facility,"[38.851512, -104.73339]"
86455,80903,Preschool Facility,"[38.867334, -104.802143]"
86456,80917,Preschool Facility,"[38.89117, -104.726343]"
86461,80910,Preschool Facility,"[38.821032, -104.788567]"
86462,80907,Preschool Facility,"[38.877410999999995, -104.80335699999999]"
86463,80736,FCC/DC/CCC,"[40.758995, -103.067123]"
86466,81054,FCC/DC/CCC,"[38.072134999999996, -103.218654]"
86467,81067,FCC/DC/CCC,"[37.982464, -103.71595699999999]"
86468,81050,FCC/DC/CCC,"[37.980738, -103.534965]"
86477,80511,FCC/DC/CCC,"[40.339727, -105.57339499999999]"
86478,80218,School-Age Facility,"[39.745723999999996, -104.976575]"
86481,80206,School-Age Facility,"[39.754315999999996, -105.04470500000001]"
86485,80210,School-Age Facility,"[39.730579999999996, -104.957307]"
86713,81652,FCC/DC/CCC,"[39.551215, -107.666265]"
86842,80120,FCC/DC/CCC,"[39.609952, -105.003771]"
86843,81632,School-Age Facility,"[39.639746, -106.600559]"
86902,80866,FCC/DC/CCC,"[38.998290999999995, -105.04516699999999]"
86903,80012,School-Age Facility,"[39.702870000000004, -104.85951899999999]"
86981,80909,FCC/DC/CCC,"[38.864098, -104.790355]"
86986,80620,School-Age Facility,"[40.376598, -104.697484]"
86990,80012,School-Age Facility,"[39.690612, -104.852374]"
87039,80014,School-Age Facility,"[39.673583, -104.852161]"
87228,80922,FCC/DC/CCC,"[38.874743, -104.70320699999999]"
87384,80504,FCC/DC/CCC,"[40.191108, -105.080878]"
87395,81147,FCC/DC/CCC,"[37.257601, -107.012674]"
87406,80521,School-Age Facility,"[40.580882, -105.092257]"
87411,80126,FCC/DC/CCC,"[39.543507, -104.937519]"
87460,80446,FCC/DC/CCC,"[40.087902, -105.94509199999999]"
87506,81147,FCC/DC/CCC,"[37.259437, -107.01744599999999]"
87518,81301,FCC/DC/CCC,"[37.285083, -107.874273]"
87617,80020,Preschool Facility,"[39.923017, -105.039971]"
87619,80226,School-Age Facility,"[39.684383000000004, -105.138883]"
87722,80303,School-Age Facility,"[40.003793, -105.243779]"
87771,81504,FCC/DC/CCC,"[39.091727, -108.478001]"
87775,80011,FCC/DC/CCC,"[39.72866, -104.795674]"
87913,80126,FCC/DC/CCC,"[39.553502, -104.94376799999999]"
87930,81427,FCC/DC/CCC,"[38.023925, -107.67010800000001]"
87938,80911,FCC/DC/CCC,"[38.769125, -104.730458]"
87942,80503,FCC/DC/CCC,"[40.092026000000004, -105.181072]"
87944,80116,FCC/DC/CCC,"[39.430556, -104.75947099999999]"
87962,80027,FCC/DC/CCC,"[39.976292, -105.133305]"
87985,80239,FCC/DC/CCC,"[39.788328, -104.838627]"
88434,81005,FCC/DC/CCC,"[38.236027, -104.669789]"
88462,80512,School-Age Facility,"[39.907681, -105.387933]"
88491,80304,School-Age Facility,"[40.032393, -105.280404]"
88718,80304,FCC/DC/CCC,"[40.047727, -105.27865600000001]"
88803,80110,School-Age Facility,"[39.633508, -104.961104]"
88826,80920,School-Age Facility,"[38.949753, -104.73309499999999]"
88835,81621,FCC/DC/CCC,"[39.366515, -107.03159199999999]"
88934,80015,FCC/DC/CCC,"[39.621204999999996, -104.736835]"
89173,81507,School-Age Facility,"[39.080943, -108.637046]"
89183,80524,School-Age Facility,"[40.575575, -105.06204]"
89185,80127,FCC/DC/CCC,"[39.601743, -105.127931]"
89186,81507,FCC/DC/CCC,"[39.081741, -108.638971]"
89329,80126,FCC/DC/CCC,"[39.547641999999996, -104.934445]"
89440,80013,FCC/DC/CCC,"[39.661471, -104.802693]"
89449,80236,School-Age Facility,"[39.659473, -105.04541]"
89453,80222,School-Age Facility,"[39.697913, -104.92051000000001]"
89464,80401,FCC/DC/CCC,"[39.743234, -105.19958600000001]"
89465,80634,School-Age Facility,"[40.428078, -104.765403]"
89606,81003,FCC/DC/CCC,"[38.281454, -104.63180600000001]"
89634,81323,FCC/DC/CCC,"[37.477318, -108.49025400000001]"
89635,80003,Preschool Facility,"[39.813626, -105.07326]"
89643,80123,School-Age Facility,"[39.602076000000004, -105.043228]"
89682,80220,Infant/Toddler Facility,"[39.742416, -104.93786599999999]"
89934,80526,FCC/DC/CCC,"[40.526421, -105.106857]"
90096,80206,School-Age Facility,"[39.722014, -104.957384]"
90098,80116,Preschool Facility,"[39.382148, -104.748325]"
90208,80222,Preschool Facility,"[39.657337, -104.913473]"
90211,80015,Preschool Facility,"[39.62299, -104.762578]"
90214,80015,Preschool Facility,"[39.619406, -104.778859]"
90215,80112,Preschool Facility,"[39.590478999999995, -104.89621100000001]"
90217,80015,Preschool Facility,"[39.626658, -104.779394]"
90228,80015,Preschool Facility,"[39.616685, -104.748035]"
90409,80631,FCC/DC/CCC,"[40.39581, -104.704541]"
90734,80221,Infant/Toddler Facility,"[39.848364000000004, -105.00066799999999]"
90746,80535,Preschool Facility,"[40.627342999999996, -105.142799]"
90752,80228,School-Age Facility,"[39.691719, -105.13308700000002]"
90753,80102,Preschool Facility,"[39.758375, -104.423536]"
90817,80228,FCC/DC/CCC,"[39.67688, -105.153419]"
90827,80126,FCC/DC/CCC,"[39.540275, -104.953934]"
90839,80487,FCC/DC/CCC,"[40.506931, -106.90290300000001]"
90968,81504,Preschool Facility,"[39.084503999999995, -108.484973]"
91011,80911,FCC/DC/CCC,"[38.725139, -104.685824]"
91137,80229,Infant/Toddler Facility,"[39.863503, -104.950503]"
91160,80907,Infant/Toddler Facility,"[38.89523, -104.83841]"
91312,81521,FCC/DC/CCC,"[39.151521, -108.73049499999999]"
91330,80501,FCC/DC/CCC,"[40.193591, -105.10510500000001]"
91383,80210,FCC/DC/CCC,"[39.693766, -104.983799]"
91385,80503,FCC/DC/CCC,"[40.101764, -105.13299099999999]"
91627,80720,FCC/DC/CCC,"[40.164295, -103.205996]"
91630,80226,Preschool Facility,"[39.719684, -105.108107]"
91767,80207,FCC/DC/CCC,"[39.762648, -104.916449]"
91866,81505,Preschool Facility,"[39.121722999999996, -108.615815]"
91890,80011,FCC/DC/CCC,"[39.732706, -104.79395799999999]"
91941,80918,FCC/DC/CCC,"[38.912575, -104.757244]"
92067,80634,FCC/DC/CCC,"[40.429186, -104.735908]"
92350,80526,FCC/DC/CCC,"[40.530725, -105.08891100000001]"
92385,81324,Preschool Facility,"[37.768819, -108.90388300000001]"
92405,80916,FCC/DC/CCC,"[38.788006, -104.749584]"
92439,81401,FCC/DC/CCC,"[38.468767, -107.876449]"
92452,80206,School-Age Facility,"[39.683201000000004, -105.01196100000001]"
92552,80918,FCC/DC/CCC,"[38.918343, -104.774068]"
92601,80004,FCC/DC/CCC,"[39.8108, -105.09722]"
92652,80015,FCC/DC/CCC,"[39.613162, -104.746072]"
92714,80401,FCC/DC/CCC,"[39.728654, -105.14276100000001]"
92786,80015,FCC/DC/CCC,"[39.610655, -104.741229]"
92865,80112,FCC/DC/CCC,"[39.58849, -104.902975]"
92896,80136,FCC/DC/CCC,"[39.739641999999996, -104.327439]"
92897,80004,FCC/DC/CCC,"[39.819103999999996, -105.090088]"
92952,80020,FCC/DC/CCC,"[39.930301, -105.09298600000001]"
93040,80827,Preschool Facility,"[38.977401, -105.35493000000001]"
93071,80440,FCC/DC/CCC,"[39.224342, -105.99858200000001]"
93087,80866,FCC/DC/CCC,"[38.996083, -105.0576]"
93156,80521,FCC/DC/CCC,"[40.578958, -105.128193]"
93291,80209,FCC/DC/CCC,"[39.706607, -104.976607]"
93398,80907,FCC/DC/CCC,"[38.867567, -104.824373]"
93541,80504,FCC/DC/CCC,"[40.168668, -105.089872]"
93550,80487,School-Age Facility,"[40.508699, -106.82352900000001]"
93719,81001,Infant/Toddler Facility,"[38.283215999999996, -104.561495]"
93810,80540,School-Age Facility,"[40.22595, -105.268775]"
93848,80021,Infant/Toddler Facility,"[39.890188, -105.111682]"
93890,80235,FCC/DC/CCC,"[39.649578000000005, -105.114571]"
93892,80916,FCC/DC/CCC,"[38.793154, -104.750874]"
93900,81007,FCC/DC/CCC,"[38.311375, -104.778724]"
93912,80221,School-Age Facility,"[39.836681, -104.99165900000001]"
94075,80112,FCC/DC/CCC,"[39.592265999999995, -104.892284]"
94272,80223,FCC/DC/CCC,"[39.715352, -105.01540200000001]"
94387,80111,School-Age Facility,"[39.629128, -104.87591499999999]"
94394,80030,FCC/DC/CCC,"[39.842428000000005, -105.019605]"
94441,80111,School-Age Facility,"[39.608892, -104.858873]"
94458,80005,FCC/DC/CCC,"[39.845793, -105.09631200000001]"
94613,80477,FCC/DC/CCC,"[40.513483, -106.904288]"
94883,80808,Preschool Facility,"[39.033235, -104.29549]"
95004,80026,FCC/DC/CCC,"[40.011023, -105.090252]"
95016,80911,FCC/DC/CCC,"[38.727292, -104.686746]"
95040,80525,Preschool Facility,"[40.551922999999995, -105.07351200000001]"
95125,80634,FCC/DC/CCC,"[40.424634999999995, -104.752706]"
95126,80863,FCC/DC/CCC,"[38.993771, -105.04565]"
95359,80110,FCC/DC/CCC,"[39.640529, -105.026661]"
95400,80911,FCC/DC/CCC,"[38.768364, -104.725048]"
95424,80537,FCC/DC/CCC,"[40.381261, -105.10698300000001]"
95448,80810,Preschool Facility,"[38.825208, -102.352722]"
95449,80917,School-Age Facility,"[38.89117, -104.726343]"
95477,80701,FCC/DC/CCC,"[40.241132, -103.84898199999999]"
95526,80004,FCC/DC/CCC,"[39.807669, -105.096185]"
95659,80004,FCC/DC/CCC,"[39.813037, -105.15912800000001]"
95778,81423,Preschool Facility,"[38.132047, -108.29571000000001]"
95781,80814,School-Age Facility,"[38.884315, -105.129562]"
95825,80123,FCC/DC/CCC,"[39.599332000000004, -105.09994499999999]"
95911,81505,Infant/Toddler Facility,"[39.087076, -108.573101]"
96049,80121,FCC/DC/CCC,"[39.603082, -104.95415600000001]"
96203,80015,Infant/Toddler Facility,"[39.620046, -104.759522]"
96210,80104,FCC/DC/CCC,"[39.372757, -104.807201]"
96286,80401,School-Age Facility,"[39.719084, -105.159223]"
96287,80501,FCC/DC/CCC,"[40.184182, -105.096919]"
96288,80127,School-Age Facility,"[39.603408, -105.134675]"
96289,80128,School-Age Facility,"[39.571684999999995, -105.107542]"
96290,80005,School-Age Facility,"[39.833271, -105.148574]"
96291,80015,School-Age Facility,"[39.631845, -104.797901]"
96293,80004,FCC/DC/CCC,"[39.809667, -105.137157]"
96302,80013,School-Age Facility,"[39.657775, -104.771376]"
96303,80301,FCC/DC/CCC,"[40.026140000000005, -105.24938]"
96467,80620,FCC/DC/CCC,"[40.368843, -104.723549]"
96469,80757,FCC/DC/CCC,"[39.788253000000005, -103.517963]"
96472,81637,FCC/DC/CCC,"[39.645804, -106.951301]"
96477,80011,Preschool Facility,"[39.746065, -104.758425]"
96556,80825,Preschool Facility,"[38.766275, -102.795209]"
96557,80906,FCC/DC/CCC,"[38.790157, -104.84170999999999]"
96558,80228,School-Age Facility,"[39.677336, -105.151632]"
96559,80021,FCC/DC/CCC,"[39.869825, -105.065575]"
96644,80033,FCC/DC/CCC,"[39.770933, -105.074072]"
96764,81601,FCC/DC/CCC,"[39.544857, -107.320334]"
96945,80701,Preschool Facility,"[40.249893, -103.791974]"
96950,80228,School-Age Facility,"[39.703059, -105.14661000000001]"
96955,80011,FCC/DC/CCC,"[39.7377, -104.829711]"
96958,80002,Preschool Facility,"[39.793212, -105.076422]"
97065,81006,FCC/DC/CCC,"[38.242714, -104.54321999999999]"
97154,80013,FCC/DC/CCC,"[39.665791999999996, -104.764197]"
97158,80601,FCC/DC/CCC,"[39.999635999999995, -104.766165]"
97188,81212,FCC/DC/CCC,"[38.429915, -105.22995300000001]"
97193,80017,FCC/DC/CCC,"[39.695822, -104.78121800000001]"
97223,80227,School-Age Facility,"[39.668901, -105.09257]"
97246,80210,School-Age Facility,"[39.688828, -104.949545]"
97253,81321,FCC/DC/CCC,"[37.334769, -108.59196399999999]"
97256,81144,FCC/DC/CCC,"[37.677105, -106.11175]"
97278,80911,FCC/DC/CCC,"[38.735275, -104.722592]"
97432,80106,Preschool Facility,"[39.224339, -104.538765]"
97434,80205,FCC/DC/CCC,"[39.768731, -104.958772]"
97435,80210,FCC/DC/CCC,"[39.668921999999995, -104.94135700000001]"
97437,80525,FCC/DC/CCC,"[40.554027000000005, -105.065923]"
97439,80549,Preschool Facility,"[40.710240999999996, -105.00141299999999]"
97459,80917,Infant/Toddler Facility,"[38.883509000000004, -104.726801]"
97515,81650,FCC/DC/CCC,"[39.553098999999996, -107.781217]"
97572,80220,FCC/DC/CCC,"[39.730827000000005, -104.93156100000002]"
97573,81036,Preschool Facility,"[38.479623, -102.781614]"
97577,80521,FCC/DC/CCC,"[40.568789, -105.11261299999998]"
97578,81624,FCC/DC/CCC,"[39.233487, -107.996513]"
97712,80231,FCC/DC/CCC,"[39.657979, -104.89263100000001]"
97713,81122,School-Age Facility,"[37.225474, -107.59358700000001]"
97773,80015,School-Age Facility,"[39.616828000000005, -104.748183]"
97785,80720,FCC/DC/CCC,"[40.163002, -103.211587]"
97840,80538,FCC/DC/CCC,"[40.420677000000005, -105.11418799999998]"
97927,80027,FCC/DC/CCC,"[39.984851, -105.13488000000001]"
97941,81321,FCC/DC/CCC,"[37.32708, -108.582998]"
98045,80219,FCC/DC/CCC,"[39.721718, -105.04629399999999]"
98046,80728,Preschool Facility,"[40.684222, -102.842119]"
98070,81005,FCC/DC/CCC,"[38.217951, -104.668689]"
98192,80134,FCC/DC/CCC,"[39.56435, -104.802954]"
98338,80031,FCC/DC/CCC,"[39.869806, -105.03041599999999]"
98453,80226,Infant/Toddler Facility,"[39.722498, -105.10143300000001]"
98615,80130,FCC/DC/CCC,"[39.544475, -104.90915]"
98728,80126,FCC/DC/CCC,"[39.524001, -104.95153700000002]"
98730,80911,FCC/DC/CCC,"[38.757019, -104.722814]"
98741,80220,FCC/DC/CCC,"[39.731956, -104.9252]"
98782,80923,FCC/DC/CCC,"[38.933378000000005, -104.734181]"
98962,80654,FCC/DC/CCC,"[40.231557, -104.074961]"
98992,80241,Infant/Toddler Facility,"[39.918836999999996, -104.937174]"
99022,80246,FCC/DC/CCC,"[39.697913, -104.92051000000001]"
99169,80128,FCC/DC/CCC,"[39.573614, -105.105639]"
99181,80125,FCC/DC/CCC,"[39.473672, -105.08006699999999]"
99329,80911,FCC/DC/CCC,"[38.756533000000005, -104.726373]"
99428,81422,FCC/DC/CCC,"[38.216685, -108.56883400000001]"
99434,80631,FCC/DC/CCC,"[40.396515, -104.71551600000001]"
99762,81303,FCC/DC/CCC,"[37.225396999999994, -107.79578899999998]"
99763,81301,FCC/DC/CCC,"[37.290729999999996, -107.878515]"
99805,80132,FCC/DC/CCC,"[39.066819, -104.833478]"
99890,80134,Infant/Toddler Facility,"[39.531728, -104.802497]"
100046,81008,FCC/DC/CCC,"[38.316427000000004, -104.637271]"
100122,80525,FCC/DC/CCC,"[40.495364, -105.088085]"
100266,81504,FCC/DC/CCC,"[39.102688, -108.482473]"
100273,80911,FCC/DC/CCC,"[38.726746999999996, -104.689985]"
100276,80917,FCC/DC/CCC,"[38.901937, -104.73133]"
100293,80121,School-Age Facility,"[39.597882, -104.979904]"
100294,80229,FCC/DC/CCC,"[39.856484, -104.97408300000001]"
100375,80922,Preschool Facility,"[38.905994, -104.700716]"
100440,80109,School-Age Facility,"[39.410436, -104.90336]"
100573,80230,Preschool Facility,"[39.730045000000004, -104.877969]"
100574,80020,Preschool Facility,"[39.916756, -105.035156]"
100695,80219,FCC/DC/CCC,"[39.687655, -105.04145]"
100707,80602,FCC/DC/CCC,"[39.925375, -104.919127]"
100736,80435,FCC/DC/CCC,"[39.590568, -106.00583]"
100737,80528,FCC/DC/CCC,"[40.477847, -104.987251]"
100882,80545,Preschool Facility,"[40.800012, -105.610518]"
100896,80123,FCC/DC/CCC,"[39.605169000000004, -105.104996]"
101079,80007,FCC/DC/CCC,"[39.813947999999996, -105.18336299999999]"
101146,80542,Preschool Facility,"[40.247701, -105.013912]"
101201,81004,FCC/DC/CCC,"[38.225372, -104.64335]"
101211,80909,FCC/DC/CCC,"[38.868811, -104.784153]"
101213,80218,FCC/DC/CCC,"[39.741333000000004, -104.972489]"
101215,80230,School-Age Facility,"[39.721914, -104.90268300000001]"
101295,80122,Infant/Toddler Facility,"[39.587045, -104.928549]"
101334,81004,FCC/DC/CCC,"[38.260227, -104.630095]"
101348,81503,Preschool Facility,"[39.048819, -108.557856]"
101445,80021,Infant/Toddler Facility,"[39.876458, -105.103918]"
101549,81212,School-Age Facility,"[38.432728000000004, -105.23953300000001]"
101558,81123,FCC/DC/CCC,"[37.439813, -105.51093200000001]"
101587,80130,School-Age Facility,"[39.527465, -104.93466399999998]"
101641,80817,Infant/Toddler Facility,"[38.704398, -104.694456]"
101821,80026,FCC/DC/CCC,"[40.008082, -105.094457]"
101855,81004,Preschool Facility,"[38.263496999999994, -104.643579]"
101858,80020,School-Age Facility,"[39.930238, -105.059673]"
102001,80915,FCC/DC/CCC,"[38.863978, -104.744223]"
102013,80003,School-Age Facility,"[39.837377000000004, -105.061379]"
102079,81415,FCC/DC/CCC,"[38.705535999999995, -107.60371299999998]"
102155,80634,FCC/DC/CCC,"[40.4066, -104.758]"
102166,80305,Preschool Facility,"[39.990301, -105.24945]"
102174,80020,FCC/DC/CCC,"[39.904531, -105.05108500000001]"
102287,81621,FCC/DC/CCC,"[39.364971999999995, -107.02930500000001]"
102381,80208,FCC/DC/CCC,"[39.678736, -104.965538]"
102382,81230,FCC/DC/CCC,"[38.551327, -106.922604]"
102472,80220,Preschool Facility,"[39.730230999999996, -104.929018]"
102473,80026,School-Age Facility,"[39.990241999999995, -105.08105900000001]"
102474,80537,Preschool Facility,"[40.426165000000005, -105.088779]"
102604,80020,Preschool Facility,"[39.921492, -105.07713799999999]"
102605,81623,FCC/DC/CCC,"[39.401866, -107.106531]"
102645,80014,FCC/DC/CCC,"[39.672198, -104.815841]"
102648,80906,Preschool Facility,"[38.783427, -104.817647]"
102650,80550,FCC/DC/CCC,"[40.470857, -104.88163899999999]"
102673,80017,FCC/DC/CCC,"[39.688578, -104.789569]"
102706,80026,FCC/DC/CCC,"[40.006525, -105.092853]"
102720,81089,FCC/DC/CCC,"[37.632619, -104.791904]"
102723,81082,FCC/DC/CCC,"[37.16673, -104.520388]"
102729,80731,FCC/DC/CCC,"[40.643209999999996, -102.636092]"
